word,label
ìtura,POSITIVE
àtúnṣe,POSITIVE
múnú bí mi,NEGATIVE
sàńdákátà,POSITIVE
iron,POSITIVE
ọmọkáàárọ̀oòjíire,POSITIVE
ìfòyà,NEGATIVE
dunni,NEGATIVE
dáni,NEGATIVE
ajakale àrùn,NEGATIVE
kàn,NEGATIVE
lakaye,POSITIVE
o se ko,NEGATIVE
tu,POSITIVE
ruru,NEGATIVE
iyanu,POSITIVE
gan,POSITIVE
tẹ̀yìn,NEGATIVE
gbọ́nmi si,NEGATIVE
ota,NEGATIVE
ataare,POSITIVE
oku,NEGATIVE
iṣẹ́abẹ,NEGATIVE
laanu,POSITIVE
tiwa ba wa,NEGATIVE
òkè,POSITIVE
alápámáṣiṣẹ́,NEGATIVE
ìgbéga,POSITIVE
odaran,NEGATIVE
dún,POSITIVE
àibófin,NEGATIVE
oadupe,POSITIVE
àìmọ,NEGATIVE
yáróbì,POSITIVE
kánjú,NEGATIVE
ṣìrìn,POSITIVE
baaaje,NEGATIVE
adẹ́dàá,POSITIVE
ìgboro,POSITIVE
òbẹ́nìkanjà,NEGATIVE
pelepele,POSITIVE
tù,POSITIVE
jẹran,POSITIVE
suuru,POSITIVE
okunkun,NEGATIVE
ìmọ́lẹ̀,POSITIVE
àgàn,NEGATIVE
e seun,POSITIVE
amodun,POSITIVE
dàrìnnàkò,NEGATIVE
jábọ́,NEGATIVE
lekenka,POSITIVE
kòóngẹ́,POSITIVE
imo ṣọkan,POSITIVE
ẹrú,NEGATIVE
fagbó,NEGATIVE
ikilo,POSITIVE
ronu,POSITIVE
ba ti se,POSITIVE
inu nbi won,NEGATIVE
àdáwọ́lẹ́,POSITIVE
opa ebiti,NEGATIVE
o se,POSITIVE
yẹyẹ,NEGATIVE
tọ́tá,NEGATIVE
ìfàsẹ́yìn,NEGATIVE
loluwa,POSITIVE
na ìyá ẹ̀,NEGATIVE
atiniloju,NEGATIVE
ìdìnkú,NEGATIVE
iyanju,POSITIVE
emi ase pupô,POSITIVE
júbà,POSITIVE
ẹkún,NEGATIVE
otito,POSITIVE
tilẹ̀kùn,NEGATIVE
soogun owo,NEGATIVE
ìròyìn ẹlẹ́jẹ̀,NEGATIVE
lọ̀rẹ̀ẹ́,POSITIVE
gbàgbátí,NEGATIVE
elétí ikún,NEGATIVE
dí ọ̀nà,NEGATIVE
lówó,POSITIVE
ilekun ayo,POSITIVE
gbémi,POSITIVE
lágbà,POSITIVE
kágún,NEGATIVE
jàjẹjù,NEGATIVE
ìwà ìmọ́tára ẹni,NEGATIVE
isowo po,POSITIVE
suru,POSITIVE
tèmi dire,POSITIVE
rorun,POSITIVE
owoori,NEGATIVE
olùgbégbá orókè,POSITIVE
ńpa,NEGATIVE
lágídò,NEGATIVE
ilẹ̀ tútù,POSITIVE
lẹ́kọ̀ọ́,POSITIVE
gbo ewuro,NEGATIVE
ọ̀pẹ,POSITIVE
àìmọ iṣẹ́ kọ̀,NEGATIVE
fẹ ǹkan ṣe,POSITIVE
iy,POSITIVE
èlédùà,POSITIVE
ogbon,POSITIVE
petele,POSITIVE
omi,POSITIVE
ṣọ̀rẹ́,POSITIVE
pọ́n ìtalẹ̀ lójú,NEGATIVE
sagbara dotun,POSITIVE
yó,POSITIVE
ayò,POSITIVE
fóníre,POSITIVE
láàdúrà,POSITIVE
ó rẹ̀ mi,NEGATIVE
iluoba,POSITIVE
ololuffe,POSITIVE
olofo,NEGATIVE
gbadura,POSITIVE
lole,NEGATIVE
palapala,NEGATIVE
yanu,POSITIVE
àṣẹjèrè,POSITIVE
seria,NEGATIVE
jefo,NEGATIVE
ògo,POSITIVE
ajuwa,POSITIVE
arìnyà,NEGATIVE
alakoba,NEGATIVE
ajẹ́,POSITIVE
idunu,POSITIVE
ṣakitiyan,POSITIVE
dágbére fáyé,NEGATIVE
eleriibu,NEGATIVE
alágánnà,NEGATIVE
owóìpè,POSITIVE
aàrùn,NEGATIVE
yinni yinni,POSITIVE
ba omo molebi tabi ara e lopo,NEGATIVE
àlékún,POSITIVE
pese,POSITIVE
jono,NEGATIVE
bójú mu,POSITIVE
accept,POSITIVE
kẹ́,POSITIVE
níre níre,POSITIVE
àpọ́ńlé,POSITIVE
ọngbe,NEGATIVE
moriwu,POSITIVE
aláṣọ pípọ́n,NEGATIVE
ìsìnkú,NEGATIVE
mekunun,NEGATIVE
àmúaradàgbà,POSITIVE
bọ́jọ́ yọ,POSITIVE
àníyàn,POSITIVE
gìrìgìrì,NEGATIVE
káṣá,NEGATIVE
sẹ́só,NEGATIVE
olaju,POSITIVE
tẹ̀síwájú,POSITIVE
irawo owuro,POSITIVE
sù mi,NEGATIVE
gbófo,NEGATIVE
ile ejo,NEGATIVE
fajúro koko,NEGATIVE
ìyìn,NEGATIVE
ré kọjá ewé,NEGATIVE
ńdènà,NEGATIVE
omiigo,NEGATIVE
ìlọsiwaju,POSITIVE
ajinde,POSITIVE
relè,NEGATIVE
dóṣìpaàgbàànà,NEGATIVE
àwátì,NEGATIVE
ṣatilẹyin,POSITIVE
forí kóo,NEGATIVE
daṣẹ́wó,NEGATIVE
aigbagbe,POSITIVE
amoran,POSITIVE
gbemi le,POSITIVE
ọ̀pẹ̀,POSITIVE
rọ,NEGATIVE
fífọ́,NEGATIVE
fi enu ko japin,NEGATIVE
ṣiyèméjì,NEGATIVE
kólà,POSITIVE
ìwà ìdọ̀tí,NEGATIVE
oku iya,NEGATIVE
ga,POSITIVE
ojúmọ́,POSITIVE
o dodo,POSITIVE
janguda,NEGATIVE
òsì,NEGATIVE
pọpọ sinsin,POSITIVE
iyo,POSITIVE
solénù,NEGATIVE
gbówó lórí,NEGATIVE
pẹ̀tù,POSITIVE
oníjìbìtì,NEGATIVE
iyapa,NEGATIVE
iji ja,NEGATIVE
àjíǹde,POSITIVE
àṣírí ń tú,NEGATIVE
àdániwáyé,POSITIVE
da lamu,NEGATIVE
lòrìṣà,POSITIVE
dabobo,POSITIVE
pele,POSITIVE
larewà,POSITIVE
òrom̀bó,NEGATIVE
ìró,NEGATIVE
àbùṣébùṣe,POSITIVE
gáfárà,POSITIVE
ikunle abiamo oooooo,NEGATIVE
omo iya,POSITIVE
lewa,POSITIVE
ọ̀jọ̀gbọ́n,POSITIVE
pálapàla,NEGATIVE
àse,POSITIVE
ijakule,NEGATIVE
ebí,NEGATIVE
tirilionu,POSITIVE
jànánjànán,NEGATIVE
pani lẹ́rìnín,POSITIVE
àfowófà,NEGATIVE
òkóbó,NEGATIVE
kayin lara,NEGATIVE
kóríburúkú,NEGATIVE
ìgbésókè,POSITIVE
kù,NEGATIVE
dojuti,NEGATIVE
abẹ́ ààbò,POSITIVE
agö,NEGATIVE
aseyi semi,POSITIVE
jaiye,POSITIVE
ilera,POSITIVE
lọ́balọ́ba,POSITIVE
pòórá,NEGATIVE
aṣiwere,NEGATIVE
loje,NEGATIVE
ìpamọ́ ọ̀rọ̀,NEGATIVE
oji re,POSITIVE
ilosiwaju,POSITIVE
san ni,POSITIVE
jesu,POSITIVE
egungun eja,NEGATIVE
jambaeni,NEGATIVE
àìṣòdod,NEGATIVE
onijamba,NEGATIVE
lère,POSITIVE
ishiti,POSITIVE
atata,POSITIVE
fara sin,POSITIVE
abuke,NEGATIVE
yegi,NEGATIVE
dángájíá,POSITIVE
aaji re bi,POSITIVE
feleduwa,POSITIVE
ahun,NEGATIVE
dáà,POSITIVE
túfọ̀,NEGATIVE
inu mi din,POSITIVE
darijì,POSITIVE
lojutu,POSITIVE
ngbáni,NEGATIVE
ṣowó,POSITIVE
lewà,POSITIVE
sa,POSITIVE
musàn,POSITIVE
igunpa,NEGATIVE
ragba,NEGATIVE
ńjá,NEGATIVE
saanu,POSITIVE
sumi,NEGATIVE
ma de be ma tu koja,POSITIVE
ọlọ́ṣà,NEGATIVE
mẹ́hẹ,NEGATIVE
ẹ̀tàn,NEGATIVE
ilani loye,POSITIVE
dise,NEGATIVE
sowo,POSITIVE
ìkójanuara,POSITIVE
dèèmọ̀,NEGATIVE
idakẹjẹ,POSITIVE
kò bá kùngbẹ́,NEGATIVE
olóòótọ́,POSITIVE
ofon,NEGATIVE
niyi,POSITIVE
rírọ̀,POSITIVE
ìṣọ̀nú,NEGATIVE
sunre,POSITIVE
daaju,NEGATIVE
àìfinǹkanpenǹkan,NEGATIVE
omímulé,NEGATIVE
sán pa,NEGATIVE
tàkìtàn,NEGATIVE
dáa,POSITIVE
pàsípaàrọ̀paàrọ̀,NEGATIVE
ìwọ̀túnìwòsì,POSITIVE
abiyamo,POSITIVE
ohun tí wọn ò tó,NEGATIVE
lẹ́bọ,NEGATIVE
ẹ̀gàn,NEGATIVE
adúpẹ,POSITIVE
ekunrere,POSITIVE
ẹ̀mí á ṣọ̀pọ̀,POSITIVE
àfènìyànpènìyàn,NEGATIVE
dẹ̀dẹ̀,POSITIVE
alawada,POSITIVE
òlooto,POSITIVE
ara yá gágá,POSITIVE
akinkanju,POSITIVE
adun,POSITIVE
dúpé,POSITIVE
pẹlẹ,POSITIVE
elétígbàròyé,POSITIVE
abirun,NEGATIVE
ajoji,NEGATIVE
oireayo,POSITIVE
ìkórè,POSITIVE
oògo,POSITIVE
fidi remi,NEGATIVE
ọ̀bùn,NEGATIVE
opelope,POSITIVE
aṣebí,NEGATIVE
nkóre,POSITIVE
àpèmọ́nra,POSITIVE
akuri,NEGATIVE
more,POSITIVE
e ku ise,POSITIVE
ìdọ̀tí,NEGATIVE
dànù,NEGATIVE
arintakiti,POSITIVE
eja nla,POSITIVE
jiya,NEGATIVE
kíàtó,NEGATIVE
emi e ta kaiti,NEGATIVE
opuro,NEGATIVE
ọlọ́run,POSITIVE
gbé,POSITIVE
lọ́pọlọ,POSITIVE
elégbò,NEGATIVE
lọlẹ́,NEGATIVE
amin,POSITIVE
ole,NEGATIVE
tuntu,POSITIVE
mansaré,POSITIVE
egan,NEGATIVE
adanwo,NEGATIVE
adojutini,NEGATIVE
akọni,POSITIVE
rìkísí,NEGATIVE
àrìnnàkore,POSITIVE
atunluse,POSITIVE
ri ba ti se,POSITIVE
gun,POSITIVE
ìkorò,NEGATIVE
áìkú,POSITIVE
nírọ́,NEGATIVE
alaafia,POSITIVE
sógbón,POSITIVE
ribiribi,NEGATIVE
ori yin kuku ti daru,NEGATIVE
àìkúbaálẹ̀ọrọ̀,POSITIVE
ifa,POSITIVE
etan,NEGATIVE
ṣépè,NEGATIVE
saati,POSITIVE
ààrùn,NEGATIVE
kún,POSITIVE
òmìnira,POSITIVE
wúrà,POSITIVE
igberaga,NEGATIVE
jí ware,POSITIVE
asokale anfani,POSITIVE
lẹ́ṣọ̀ọ́,POSITIVE
forí sọgi,NEGATIVE
ojú tì ọ́,NEGATIVE
tikuku,NEGATIVE
ìbálòpọ̀,POSITIVE
iope,POSITIVE
gbàámù,NEGATIVE
ìwà,POSITIVE
ọlọ́hun,POSITIVE
seni laanu,NEGATIVE
àmì àìsàn,NEGATIVE
isonu,NEGATIVE
ayarabiasa,POSITIVE
arojúowó,NEGATIVE
gbùrù,NEGATIVE
júṣe,POSITIVE
o la fiwe,POSITIVE
isińmi,POSITIVE
gbówó,POSITIVE
ibajee,NEGATIVE
janra rẹ̀ mọ́lẹ̀,NEGATIVE
wírù,NEGATIVE
yẹyẹlé,POSITIVE
joyè,POSITIVE
powó,POSITIVE
ma ńbí mi,NEGATIVE
dotun,POSITIVE
láṣẹ,POSITIVE
ìbọ̀kubọ̀,NEGATIVE
gbore,POSITIVE
òórùn,NEGATIVE
bu igi je,NEGATIVE
àdó olóróo,NEGATIVE
àsálà,NEGATIVE
àpèkánukò,POSITIVE
níre,POSITIVE
gbére,POSITIVE
adura,POSITIVE
yọ́,POSITIVE
gbóhùn ìyá,POSITIVE
ayanfe,POSITIVE
iro,NEGATIVE
gbajúmọ̀,POSITIVE
ike,POSITIVE
olóríkórí,NEGATIVE
ẹnu àtẹ́,NEGATIVE
àfiẹ́yìn,NEGATIVE
ọ̀la,POSITIVE
luwon,NEGATIVE
tewon de,NEGATIVE
lolorun,POSITIVE
eewu,NEGATIVE
fa ako yo,NEGATIVE
àsùnjí,POSITIVE
folore,POSITIVE
akunwosile,POSITIVE
ọ̀tunọ̀tun,POSITIVE
gbọ̀ndí,NEGATIVE
kogbon,NEGATIVE
ogun,NEGATIVE
ṣọ́ra,POSITIVE
àbámọ̀,NEGATIVE
lonle,NEGATIVE
idariji,POSITIVE
odûn,POSITIVE
fi erigi jobi,POSITIVE
àìșe déédéé,NEGATIVE
ìkíni ọlọ́yàyà,POSITIVE
alainironu,NEGATIVE
shamona,POSITIVE
abinu,NEGATIVE
gbiyanju,POSITIVE
ologbonoro,POSITIVE
wo gau,NEGATIVE
para,NEGATIVE
ṣeb,NEGATIVE
ìsimin,POSITIVE
pase,POSITIVE
ire fẹ̀nfẹ̀,POSITIVE
sọ́pẹ́,POSITIVE
àtowó,POSITIVE
sun re o,POSITIVE
lukudi,NEGATIVE
ọpẹ́ẹ,POSITIVE
edakun,POSITIVE
dáadáa,POSITIVE
adanu,NEGATIVE
nitoto,POSITIVE
bú,NEGATIVE
bílíọ̀nù,POSITIVE
a laanu,POSITIVE
ariwo ikunle abiyamo,NEGATIVE
irọ,NEGATIVE
omugo,NEGATIVE
fìyà,NEGATIVE
kedumare,POSITIVE
yàyààkuyà,NEGATIVE
ji,NEGATIVE
jẹ́rìí,POSITIVE
badiloki,NEGATIVE
yọrí sí rere,POSITIVE
lai lábùkù,POSITIVE
kàṣàì tù wá,POSITIVE
ẹbọ,NEGATIVE
alọni lọwọ,NEGATIVE
àfàtó,NEGATIVE
apanije,NEGATIVE
jegudujera,NEGATIVE
fọ́,NEGATIVE
ibinu,NEGATIVE
alagidi,NEGATIVE
gbemi,NEGATIVE
òdáran,NEGATIVE
àrùn jẹjẹrẹ,NEGATIVE
lágara,NEGATIVE
mú ojú to,POSITIVE
odaju,NEGATIVE
eedi,NEGATIVE
feku,POSITIVE
ìṣekúṣe,NEGATIVE
so sini lenuo,NEGATIVE
ìjọba àpapọ̀,POSITIVE
ṣọ̀tá,NEGATIVE
káràmásìkí,POSITIVE
eto,POSITIVE
ja iwe fun,NEGATIVE
ọmọ rere,POSITIVE
rogun,NEGATIVE
ṣoríire,POSITIVE
àwàdà,POSITIVE
ojobi,POSITIVE
ajiire,POSITIVE
ìjẹgúdújẹrá,NEGATIVE
afenifebi,NEGATIVE
ologo,POSITIVE
ajirebi,POSITIVE
egun,NEGATIVE
wọn ò lẹ́kọ̀ọ́,NEGATIVE
adániwáyè,POSITIVE
nbaje,NEGATIVE
haha,NEGATIVE
ta mi lára,NEGATIVE
igba oroke,POSITIVE
jimoh,POSITIVE
ogún,NEGATIVE
bẹ̀rù,NEGATIVE
olojoibi,POSITIVE
ikan o gbekan,NEGATIVE
ẹ̀tọ́,POSITIVE
fẹ́,POSITIVE
iyebiye,POSITIVE
wobia,NEGATIVE
lowó,POSITIVE
dẹrún,POSITIVE
iwofa,NEGATIVE
fẹ̀sọ̀,POSITIVE
pagúnugún,NEGATIVE
ẹ̀rí ìfẹ́,POSITIVE
ire rìbìtì,POSITIVE
òṣì,NEGATIVE
oge,POSITIVE
eré,POSITIVE
parada,POSITIVE
erè,POSITIVE
aàrún,NEGATIVE
atifokanbale,NEGATIVE
àkàrà òyìnbò,POSITIVE
olodumare,POSITIVE
eleribu,NEGATIVE
ijanmba,NEGATIVE
ìpinnu,POSITIVE
ọlọ́pọlọ,POSITIVE
dààmú,NEGATIVE
re,POSITIVE
dà,NEGATIVE
àkekèé,NEGATIVE
dìgbòlugi,NEGATIVE
jeya,NEGATIVE
jèrè,POSITIVE
aṣiwè,NEGATIVE
edun okan,NEGATIVE
farígá,NEGATIVE
orí burúkú,NEGATIVE
jo,NEGATIVE
wura,POSITIVE
ọbaafúnniṣe,POSITIVE
ọmọ játijàti,NEGATIVE
atike,POSITIVE
ṣíra,NEGATIVE
òdodo,POSITIVE
kẹ́rú,POSITIVE
olòṣì,NEGATIVE
buburu,NEGATIVE
atęnuję,NEGATIVE
eje ru,NEGATIVE
ìfe,POSITIVE
rirun,NEGATIVE
ẹlẹ́jẹ̀,NEGATIVE
ọ̀gbọ́n,POSITIVE
ológun,NEGATIVE
damu,NEGATIVE
ṣíọ̀,NEGATIVE
finú ṣoyún,POSITIVE
ìgbìyànjú,POSITIVE
alárà,POSITIVE
amebo,NEGATIVE
nìyí,POSITIVE
iyebíye,POSITIVE
rẹ́rẹ́,POSITIVE
karaole,POSITIVE
eye,POSITIVE
efon,NEGATIVE
yinban pa,NEGATIVE
ashewo,NEGATIVE
aṣẹ,POSITIVE
agbèrò,NEGATIVE
asasi,NEGATIVE
koja,POSITIVE
akóṣìbérò,NEGATIVE
fa gbùrù,NEGATIVE
ranti,POSITIVE
ago,NEGATIVE
inú ma ńbí mi,NEGATIVE
eseun,POSITIVE
mọyì,POSITIVE
á júṣe,POSITIVE
bilisi,NEGATIVE
fola,POSITIVE
ona shi,POSITIVE
iranu,NEGATIVE
inù wá dun,POSITIVE
fẹsẹ̀ kọ,NEGATIVE
ìkọkúkọ,NEGATIVE
pẹrú,NEGATIVE
joba,POSITIVE
fipá,NEGATIVE
ibere,POSITIVE
yahooyahoo,NEGATIVE
fọ àgbọn,NEGATIVE
àìmète àìmèrò,NEGATIVE
àáfà alágánnà,NEGATIVE
eriokan,POSITIVE
were,NEGATIVE
gbamu gbamu,POSITIVE
lọgbọ́n,POSITIVE
sekú,NEGATIVE
yí dànù,NEGATIVE
dìndìnrìn,NEGATIVE
ìlérí,POSITIVE
osika,NEGATIVE
pàtàkì,POSITIVE
ìwòsàn,POSITIVE
akobata,NEGATIVE
làákáyè,POSITIVE
tẹ̀pá ìlẹ̀kẹ̀,POSITIVE
alakori,NEGATIVE
mafo,POSITIVE
shofo,NEGATIVE
awíbẹ́ẹ̀jẹ́bẹ́ẹ̀,POSITIVE
bùyọ,POSITIVE
oríire,POSITIVE
ó tún buyọ̀,POSITIVE
oloun,POSITIVE
àjẹmọ́nú,POSITIVE
àjẹdọ́ba,NEGATIVE
asiere,NEGATIVE
wéré,NEGATIVE
ọdun,POSITIVE
ajoyo,POSITIVE
ateramoshe,POSITIVE
da wàrà nù,NEGATIVE
ojú ń tì,NEGATIVE
àjígẹ̀,POSITIVE
da gbere fun aiye,NEGATIVE
dudu,POSITIVE
sinmi,POSITIVE
kérésìmesì,POSITIVE
lágbọ̀nọ́n jù,NEGATIVE
àìní ìforítì,NEGATIVE
iyùn,POSITIVE
ṣá,NEGATIVE
fọwọ́sí,POSITIVE
kosowo,NEGATIVE
ààfin,POSITIVE
kun,POSITIVE
oro ishiti,POSITIVE
ìdaṣẹ́sílẹ̀,NEGATIVE
aìkú,POSITIVE
oreofe,POSITIVE
segbe,NEGATIVE
fi owo pa ewu,POSITIVE
ìgbádùn,POSITIVE
oró,NEGATIVE
oga,POSITIVE
fajúro,NEGATIVE
atura,POSITIVE
nípakúpa,NEGATIVE
ominira,POSITIVE
dupẹ,POSITIVE
wóo,NEGATIVE
yẹni,POSITIVE
gbosa,POSITIVE
ìwọ̀sí,NEGATIVE
ayọ̀,POSITIVE
ẹ̀ṣẹ,NEGATIVE
ayesi,POSITIVE
káre,POSITIVE
ọmọ ọkọ,POSITIVE
gbóhùn ọmọ,POSITIVE
aamin,POSITIVE
ọkanjuà,NEGATIVE
jàgídíjàgan,NEGATIVE
re ìwàlẹ̀àsà,NEGATIVE
lejú,POSITIVE
rìnhòòhò,NEGATIVE
ajinido,NEGATIVE
ojusaaju,NEGATIVE
àlùmọ́ọ́nì,POSITIVE
doju ti,NEGATIVE
fìlà má wobẹ̀,NEGATIVE
jésù,POSITIVE
àyájọ́,POSITIVE
da ọjà rú,NEGATIVE
kò lọ́pọlọ,NEGATIVE
abiamọ,POSITIVE
kòtò,NEGATIVE
idunnu,POSITIVE
daran,NEGATIVE
ku ori ire,POSITIVE
foju bale ejo,NEGATIVE
ębi,NEGATIVE
dọ́ta,NEGATIVE
gbe omo sin,NEGATIVE
ààbò,POSITIVE
jẹ́jẹ́,POSITIVE
egbe,POSITIVE
aíṣòdodo,NEGATIVE
gbagbo,POSITIVE
yọnu,NEGATIVE
ìbẹ̀rù bojo,NEGATIVE
ijamba,NEGATIVE
ṣawerepèpè,NEGATIVE
jẹgúdújẹrá,NEGATIVE
kákú,NEGATIVE
jagun aye,NEGATIVE
ja soja,NEGATIVE
ìbọn,NEGATIVE
jiire,POSITIVE
lékún,POSITIVE
ibi giga,POSITIVE
tọ̀nà,POSITIVE
eyan lasan,NEGATIVE
ìgbàgbé,NEGATIVE
èpè,NEGATIVE
pose,NEGATIVE
ìparun,NEGATIVE
aseju,NEGATIVE
akàn,POSITIVE
á rúwé,POSITIVE
kabiesi,POSITIVE
ríre,POSITIVE
sowó,POSITIVE
elede,NEGATIVE
ìnira,NEGATIVE
dẹ́kun,POSITIVE
nà,NEGATIVE
dìkòtó,POSITIVE
jagun,NEGATIVE
yi,POSITIVE
àgbẹdọ̀,NEGATIVE
dábírà,POSITIVE
ṣètùtù,NEGATIVE
àrìnnàkòre,POSITIVE
yín,POSITIVE
ómó ókò,POSITIVE
láàánú,POSITIVE
meeri,NEGATIVE
àrugisẹ́gi,NEGATIVE
apapapandodo,NEGATIVE
alásàs,NEGATIVE
kí kú,NEGATIVE
pami,NEGATIVE
dín,NEGATIVE
àtubọ̀tán,POSITIVE
parọ́,NEGATIVE
ala,POSITIVE
gúnrégé,POSITIVE
ọmọlúàbí,POSITIVE
aláìníṣẹ́,NEGATIVE
ọjọ àlayọ̀,POSITIVE
ẹ ku ọdún,POSITIVE
àìgbọ́n,NEGATIVE
iluogbon,POSITIVE
awure,POSITIVE
ọ̀nà àbáyọ,POSITIVE
wàhálá,NEGATIVE
láìkú,POSITIVE
opé,POSITIVE
lógo,POSITIVE
àlè,NEGATIVE
jáwálẹ̀,NEGATIVE
ojojo,NEGATIVE
ọlọgbọ́n,POSITIVE
parun,NEGATIVE
owujije,NEGATIVE
gbémi lékè,POSITIVE
ọ́pẹ́,POSITIVE
gbó̩n,POSITIVE
eewo,NEGATIVE
ṣojo,NEGATIVE
efara bale,POSITIVE
àfọwọ́fà,NEGATIVE
lẹtọ,POSITIVE
ìdágbẹ́,NEGATIVE
àhesọ,NEGATIVE
lárugẹ,POSITIVE
tùwọ́n nínú,POSITIVE
a jii re bi,POSITIVE
tu asiri,NEGATIVE
olori,POSITIVE
inú mi dùn,POSITIVE
inu a si bi mi,NEGATIVE
olóṣèlú,NEGATIVE
idagbasoke,POSITIVE
ko ni wo,NEGATIVE
su saaga,NEGATIVE
aadun,POSITIVE
koju,NEGATIVE
fáàrí àṣejù,NEGATIVE
lotun,POSITIVE
gaa,POSITIVE
ìgàn,POSITIVE
ìbínú,NEGATIVE
da orì ko,NEGATIVE
láàpọ́njù,NEGATIVE
jeje,POSITIVE
jale,NEGATIVE
ọlọ́pẹ,POSITIVE
òmùgọ̀,NEGATIVE
oníwà tùtù,POSITIVE
didun,POSITIVE
siregun,NEGATIVE
èlédùwà,POSITIVE
gbaiwajuiwaju,POSITIVE
gba ijoba,NEGATIVE
kasa kasa,NEGATIVE
loke,POSITIVE
eemo,NEGATIVE
ko bojumu,NEGATIVE
ake,NEGATIVE
pa ọmọlọ́mọ lẹ́kún,NEGATIVE
gbàlù,POSITIVE
aláwo ire,POSITIVE
tún nàìjíríà ṣe,POSITIVE
àtàlááfíà,POSITIVE
báre,POSITIVE
ayun lo,POSITIVE
inu,POSITIVE
akindanidani,NEGATIVE
olówó,POSITIVE
mùdùnmùdùn,POSITIVE
ifipa bani lopo,NEGATIVE
oto,POSITIVE
aforijin,POSITIVE
dá wa sí,POSITIVE
àjànàkúu,POSITIVE
kàbùkù,NEGATIVE
kónílégbélé,NEGATIVE
ìdẹ̀rùn,POSITIVE
bírọ́,NEGATIVE
olúborí,POSITIVE
koba,NEGATIVE
pọntí,POSITIVE
akoba,NEGATIVE
iyìn,POSITIVE
olóṣèlúu,NEGATIVE
kanju,NEGATIVE
ki,POSITIVE
èbi,NEGATIVE
